id,slug,case_title,case_number,case_topics,case_author,news_org,faculty_notes,related_cases,redtext,teaser,description,price,pdf,abstract,teaching_note,epilogue,banner,abstract_img,thumb,link_color,title_color,authentication,faculty_only,layout,linked_cases,category_id,status_id,createdOn,school
125,Scientific Method,Scientific Method in the Real World: Experience Corps and the Johns Hopkins Study,MSPH-14-0007.0,community-based research; public health studies,Laura Moustakerski,,,,NEW,This case looks at the challenges of adhering to best scientific research practices when operating in the real world. The national Experience Corps program brings senior citizens to work as volunteers in elementary schools. But it has not yet had a rigorous evaluation—one that would argue for aggressive expansion.,"<p>_x000d_
	This case looks at the challenges of adhering to best scientific research practices when operating in the real world. The national Experience Corps program brings senior citizens to work as volunteers in elementary schools. But it has not yet had a rigorous evaluation&mdash;one that would argue for aggressive expansion. In 2005, Linda Fried, director of the Center on Aging and Health at Johns Hopkins University, wants to submit a proposal to the National Institutes of Health to fund randomized controlled trial of the Baltimore chapter of Experience Corps. But the organization which operates Experience Corps in Baltimore, has objections&mdash;most of them political&mdash;to some of the requirements for an RCT.</p>_x000d_
<p>_x000d_
	Epilogue, Teaching Note<br />_x000d_
	<br />_x000d_
	<strong>Topics:&nbsp;</strong>community-based research; public health studies; academic/non-profit partnerships</p>_x000d_
",$5.95,Experience Corps Final.pdf,,EC teaching note v.2.pdf,EC epilogue v.2.pdf,test.jpg,Screen shot 2014-05-28 at 1.54.03 PM.png,Screen Shot 2014-05-19 at 12.43.37 PM.png,,,yes,,standard,,16,1,4/8/2014,
126,Fighting Blackmail,Fighting Blackmail: Khadija Ismayilova and Azerbaijan’s First Family,CSJ-14-0053.0,investigative reporting; blackmail; reporting on corruption,Kirsten Lundberg,RFE/RL,,,,This case chronicles the challenges of reporting on corruption in an authoritarian society. It considers the role of technology in today’s investigative reporting. It also looks at the role that government-financed news organizations like Radio Free Europe/Radio Liberty (RFE/RL) can play globally.,"<p>_x000d_
	<em>CSJ-14-0053.0</em></p>_x000d_
<p>_x000d_
	<span style=""font-size:12px;""><span style=""font-family: arial, helvetica, verdana, sans-serif; line-height: 19.200000762939453px;"">This case chronicles the challenges of reporting on corruption in an authoritarian society. Khadija Ismayilova is an Azerbaijani journalist who was trained in accountability journalism by Western practitioners. In March 2012, while researching yet another expose, Ismayilova received in the mail graphic photos of herself and her boyfriend, taken by a videocamera concealed in her bedroom. A cover letter threatened her if she persisted in her reporting. The case stops as Ismayilova debates what her options are: remain silent or respond and, if the latter, how?</span></span></p>_x000d_
<p>_x000d_
	Epilogue, Teaching Note</p>_x000d_
<p>_x000d_
	<strong>Topics: </strong>investigative reporting; blackmail; reporting on corruption</p>_x000d_
",$5.95,Khadija Final 043014.pdf,,Khadija TN 071714.pdf,Khadija epilogue 050114.pdf,180-02409_Fighting-Blackmail_EB_NJ_v1.jpg,Screen shot 2014-05-08 at 12.46.23 PM.png,Screen shot 2014-05-01 at 12.14.16 PM.png,,,yes,,standard,,17,1,4/29/2014,
127,Big Data,From Compstat to Gov 2.0 Big Data in New York City Management,SIPA-14-0004.0,public management; technology in government; public sector performance evaluation; government innovation,Kathleen Gilsinan and Adam Stepan ,,,,NEW,"This case traces the use of data in making wiser policy decisions, from the adoption by the New York Police Department in the 1990s of Compstat (computerized comparison crime statistics) to the 2013 implementation by the Fire Department of a computerized building inspection system.","<p>_x000d_
	<em>SIPA-14-0004.0</em></p>_x000d_
<p>_x000d_
	This case traces the use of data in making wiser policy decisions, from the adoption by the New York Police Department in the 1990s of Compstat (computerized comparison crime statistics) to the 2013 implementation by the Fire Department of a computerized building inspection system. It ends in 2013, as the Bloomberg administration draws to a close, to ask whether data on city functions, services and residents should be centralized or kept specific to individual departments. Is there an optimal balance? What about citizen privacy issues? Should other cities imitate New York?<br />_x000d_
	<br />_x000d_
	Epilogue, Teaching Note</p>_x000d_
<p>_x000d_
	<b>Topics:</b> public management; technology in government; public sector performance evaluation; government innovation</p>_x000d_
",$5.95,NYC Big Data final 061814.pdf,,NYC Big Data TN 060814.pdf,,bigdatabanner.jpg,Screen shot 2014-07-23 at 1.33.09 PM.png,Screen shot 2014-05-27 at 2.08.26 PM.png,,,yes,,standard,,15,1,5/27/2014,
128,Parks,Public-Private Partnerships for Green Space in NYC,SIPA-14-0005.0,public policy; public administration; urban planning; land use,Ted Smalley Bowen and Adam Stepan,,,,NEW,"This case examines the history and wider applicability of public-private partnerships (PPPs) for parks. For years, New York City’s Central Park was a neglected dustbowl. But in 1980, a new kind of organization arose to reclaim and restore it.","<p>_x000d_
	SIPA-14-0005.0&nbsp;<br />_x000d_
	<br />_x000d_
	This case examines the history and wider applicability of public-private partnerships (PPPs) for parks. For years, New York City&rsquo;s Central Park was a neglected dustbowl. But in 1980, a new kind of organization arose to reclaim and restore it: the Central Park Conservancy (CPC), a partnership of private citizens working together with government for a public good. This case starts with the financial crisis of 1975 and builds through the creation of the conservancy under Mayor Edward Koch to the formation in 1999 of the Friends of the High Line, a group of citizens who wanted to convert a disused elevated railroad into a public park.&nbsp;</p>_x000d_
<p>_x000d_
	Epilogue, Teaching Note<br />_x000d_
	<br />_x000d_
	<b>Topics:</b> public policy, public administration, urban planning, land use</p>_x000d_
",$5.95,PPP Parks Final 072214.pdf,,TN PPP Parks 060314.pdf,PPP Parks Epilogue.pdf,zWuvMCLsjAtvpZdToueIFHVJbTpSwSCIW3OHQaVMUZI.jpg,Screen shot 2014-07-30 at 1.12.12 PM.png,Screen Shot 2014-05-30 at 12.49.35 PM.png,,,yes,,standard,,15,1,5/30/2014,
129,Salvation or Mirage,Salvation or Mirage? The <em>New York Times</em> Paywall,CSJ-14-0054.0,strategic management; business of media; digital media,Kimberly Patch,New York Times,,,NOTABLE,"This case looks at a question that news organizations continue to struggle with as the traditional business model crumbles: install a paywall or not? Case readers will be taken behind the scenes at the New York Times in 2009, when it was deciding whether to try again for a paywall and, if so, what kind.","<p>_x000d_
	<em>CSJ-14-0054.0</em></p>_x000d_
<p>_x000d_
	This case looks at a question that news organizations continue to struggle with as the traditional business model crumbles: install a paywall or not? Case readers will be taken behind the scenes at the New York Times in 2009, when it was deciding whether to try again for a paywall and, if so, what kind.</p>_x000d_
<p>_x000d_
	Epilogue, Teaching Note<br />_x000d_
	<br />_x000d_
	<strong>Topics:</strong>&nbsp;strategic management; business of media; digital media</p>_x000d_
",$5.95,NYT Paywall final 061814.pdf,,NYT Paywall TN 061214.pdf,NYT Paywall epilogue final 061214.pdf,180-02484_NYT-Paywall_EB_NJ_v2.jpg,Screen Shot 2014-06-25 at 1.25.57 PM.png,Screen Shot 2014-06-13 at 11.53.26 AM.png,,,yes,,standard,,17,1,6/12/2014,
130,Equal Education,Fighting for Equality in Education: Student Activism in Post-apartheid South Africa,CCC-14-0003.0,education reform; social activism; sustainable development; organizational management ,Eric Smalley,,,,FREE,"This case takes readers into the world of advocacy, and the benefits and risks of various strategies and tactics. Equal Education had sued the minister of basic education to issue basic norms and standards for school infrastructure, but she had missed yet another deadline and requested an extension. ","<p>_x000d_
	<em>CCC-14-0003.0</em></p>_x000d_
<p>_x000d_
	This case takes readers into the world of advocacy, and the benefits and risks of various strategies and tactics. Based in Cape Town, Equal Education started with a campaign to fix broken window in a single school and grew to encompass libraries, bathrooms, and electricity. In May 2013, it faced a dilemma. EE had sued the minister of basic education to issue basic norms and standards for school infrastructure, but she had missed yet another deadline and requested an extension. The leadership had to decide what to do.</p>_x000d_
<p>_x000d_
	<strong style=""margin: 0px; padding: 0px;"">This is a FREE case.</strong></p>_x000d_
<p>_x000d_
	Epilogue, Teaching Note</p>_x000d_
<p strong="""" style=""margin: 0px; padding: 0px;"">_x000d_
	Topics:&nbsp;education reform; social activism; sustainable development; organizational management&nbsp;</p>_x000d_
",0.00,Equal Education final 070714.pdf,,Equal Education TN Final.pdf,Equal Education Epilogue 070314.pdf,180-02558_EqualEd_EB_CN_v4.1.jpg,Screen shot 2014-07-15 at 4.09.56 PM.png,Screen shot 2014-07-15 at 4.10.45 PM.png,,,no,,standard,,20,1,7/7/2014,
131,Tortoise or Hare?,Tortoise or Hare? Fundación Carvajal and Buenaventura,SIPA-14-0004.0, international non-profits; social development; Latin America; management,Maria Clara Pardo Garcia,,,,FREE,"This case brings readers into the world of nonprofit social development. Fundación Carvajal (FC) decides in 2011 to expand operations beyond to the port city of Buenaventura, Colombia.   As the program director prepares the ground for this new project, however, he is asked to accelerate a baseline survey, short-cutting trust-building activities.","<p>_x000d_
	<em>SIPA-14-0004.0</em></p>_x000d_
<p>_x000d_
	This case brings readers into the world of nonprofit social development. Fundaci&oacute;n Carvajal (FC) decides in 2011 to expand operations beyond familiar territory to the port city of Buenaventura, Colombia. FC has developed over decades an integrated approach to social development which it is confident will be effective in Buenaventura. Central to its strategy is building trust with the target community and involving locals in devising their own solutions to problems. As the program director prepares the ground for this new project, however, he is asked to accelerate a baseline survey, short-cutting trust-building activities. He has to decide: hurry the process for valid strategic reasons at the risk of provoking local mistrust, or stick to the tested timetable.</p>_x000d_
<p>_x000d_
	Epilogue, Teaching Note<br />_x000d_
	<br />_x000d_
	<strong>Topics:</strong>&nbsp;international non-profits, social development, Latin America, &nbsp;management.</p>_x000d_
",0.00,Fundacion Carvajal FINAL 072414.pdf,,TN FC 080614.pdf,Fundacion Carvajal Epilogue Final.pdf,sipabanner.jpg,Screen shot 2014-08-07 at 2.42.23 PM.png,Screen shot 2014-07-23 at 3.56.58 PM.png,,,no,,standard,,15,1,7/22/2014,
132,Chasing the Community Newspaper Rainbow,Chasing the Community Newspaper Rainbow: The <em>Whiteville News Reporter</em> and the Digital Age,CSJ-14-0055.0,business of media; community journalism; strategic management; entrepreneurial journalism,Penny Muse Abernathy,Whiteville News Reporter,,,FREE,"This case looks at a community newspaper and how it might transform its business model to thrive in the digital age. It chronicles the Whiteville  News Reporter as it confronts many of the economic, editorial and technological challenges facing community newspapers today.","<p>_x000d_
	CSJ-14-0055.0&nbsp;<br />_x000d_
	This case looks at a community newspaper and how it might transform its business model to thrive in the digital age. It chronicles the award-winning&nbsp;<i>Whiteville</i>&lt;&nbsp;(NC)&nbsp;<i>News Reporter&nbsp;</i>as it confronts many of the economic, editorial and technological challenges facing community newspapers today. The newspaper has long printed its own paper, enjoyed high reader loyalty and been an important community institution. But emerging from the recession of 2008, the&nbsp;<i>News Reporter</i>&nbsp;leadership team of Leslie and Stuart High realizes business is not as usual, and that a new strategic plan needs to take account of new realities regarding revenue and product.&nbsp;<br />_x000d_
	<br />_x000d_
	<strong>This is a FREE, contributed case.&#8232;&#8232;</strong><br />_x000d_
	<br />_x000d_
	Epilogue, Teaching Note</p>_x000d_
<div>_x000d_
	Topics: business of media; community journalism; strategic management; entrepreneurial journalism</div>_x000d_
",0.00,Whiteville final 072414.pdf,,Whiteville NC TN FINAL.pdf,Whiteville NC epilogue 072914.pdf,180-02565_Whiteville_JL_F.jpg,Screen shot 2014-07-31 at 4.44.17 PM.png,Screen shot 2014-07-29 at 3.25.09 PM.png,,,no,,standard,,17,1,7/24/2014,
133,The Islanders and the Scientists: Post-tsunami Aid in the Nicobars,The Islanders and the Scientists: Post-tsunami Aid in the Nicobars,CCC-14-0005.0,sustainable development; nonprofit management; scientific ethics; international aid,Nancy Zerbey,,,,NOTABLE,"This sustainable development case focuses on the unintended consequences of disaster and development aid on indigenous societies, and raises for discussion whether a better model exists. In December 2004, a killer tsunami swept across the Indian Ocean, devastating among others the Nicobar Islands.","<p>_x000d_
	<em>CCC-14-0005.0</em><br />_x000d_
	<br />_x000d_
	This sustainable development case focuses on the unintended consequences of disaster and development aid on indigenous societies, and raises for discussion whether a better model exists. In December 2004, a killer tsunami swept across the Indian Ocean, devastating among others the Nicobar Islands, a remote outpost of India. The indigenous Nicobarese had a coconut-based economy; the tsunami not only killed 25 percent of the islanders but felled the trees on which they depended. Aid&mdash;from food and water to cellphones, motorcycles, TVs and candy&mdash;poured in to the islands. To his dismay, longtime Nicobars anthropologist Simron Singh soon perceived that the islanders were losing initiative and self-reliance.&nbsp;</p>_x000d_
<p>_x000d_
	&nbsp;</p>_x000d_
<p>_x000d_
	<strong>This is a FREE case.</strong><br />_x000d_
	<br />_x000d_
	Epilogue, Teaching Note<br />_x000d_
	<br />_x000d_
	<strong>Topics:</strong>&nbsp;sustainable development; nonprofit management; scientific ethics; international aid</p>_x000d_
",0.00,Nicobars final 080414.pdf,,Nicobars TN 080414.pdf,Nicobars epilogue 080414.pdf,180-02547_Nicobar_EB_CN_v3.0.jpg,Screen shot 2014-08-12 at 2.18.28 PM.png,Screen Shot 2014-08-04 at 1.40.52 PM.png,,,no,,standard,,20,1,8/4/2014,
134,Merging Two Worlds,Merging Two Worlds?: Reston Dental Arts and American Dental Partners,CCC-14-0002.0,dentistry professional practice; medical management; mergers; acquisitions; human resources,Kirsten Lundberg,,,,NEW,"This case takes students into the world of medical management, the challenges of group practice and the growing prevalence of medical management firms. The case looks at the experience of a Virginia dental group. In 1998, the member dentists—who had formed a group in the late 1980s—had in hand an offer from American Dental Partners. The management firm would take over all front office responsibilities, allow the doctors to focus on patients, and compensate them according to an agreed-on formula. ","<p>_x000d_
	<em>CCC-14-0002.0</em></p>_x000d_
<p>_x000d_
	This case takes students into the world of medical management, the challenges of group practice and the growing prevalence of medical management firms. The case looks at the experience of a Virginia dental group, Reston Dental Arts (RDA). In 1998, the member dentists&mdash;who had formed a group in the late 1980s&mdash;had in hand an offer from American Dental Partners (ADP). The management firm would take over all front office responsibilities, allow the doctors to focus on patients, and compensate them according to an agreed-on formula.&nbsp;</p>_x000d_
<p>_x000d_
	Part B, Epilogue, Teaching Note<br />_x000d_
	<br />_x000d_
	<strong>Topics:&nbsp;</strong>dentistry professional practice; medical management; mergers; acquisitions; human resources</p>_x000d_
",$5.95,Reston Dental Arts PtA 060914.pdf,,TN Reston Dental Arts 082614.pdf,PtBEpilogueComboFinal.pdf,180-02408_Dental-Arts_v2.jpg,Screen Shot 2014-09-08 at 11.48.39 AM.png,Screen shot 2014-08-14 at 12.51.36 PM.png,,,yes,,standard,,16,1,8/12/2014,
135,Publishing Pollution Data in China,Publishing Pollution Data in China: Ma Jun and the Institute of Public and Environmental Affairs,CCC-14-0006.0,international sustainable development; China; environmental activism; civil society,Laura Moustakerski,,,,FREE,"A civil society activist in any country expects challenges, but with an authoritarian government the role can carry extra burdens. This case examines the creation and evolution of the Institute of Public and Environmental Affairs (IPE). In early 2014, however, IPE prepared to take on a new group of polluters.","<p>_x000d_
	<em>CCC-14-0006.0</em></p>_x000d_
<p>_x000d_
	A civil society activist in any country expects challenges, but with an authoritarian government the role can carry extra burdens. This case examines the creation and evolution of the Institute of Public and Environmental Affairs (IPE). In early 2014, however, IPE prepared to take on a new group of polluters: state-owned enterprises (SOEs). IPE had earlier successfully pressured global brands to persuade their offending suppliers to clean up production. But SOEs were a different category&mdash;many had powerful supporters in high positions&mdash;national, regional and local. Use this case to give students grounding in the realities of civil activism in authoritarian societies.&nbsp;</p>_x000d_
<p>_x000d_
	Epilogue, Teaching Note<br />_x000d_
	<br />_x000d_
	<strong>Topics:&nbsp;</strong>international sustainable development; China; environmental activism; civil society</p>_x000d_
",0.00,Ma Jun final.pdf,,TN Ma Jun.pdf,Ma Jun epilogue final.pdf,180-02586_Ma Jun_EB_NJ_v1.0.jpg,Screen shot 2014-08-20 at 2.35.33 PM.png,Screen shot 2014-08-19 at 12.36.34 PM.png,,,no,,standard,,20,1,8/19/2014,
136,Process and Politics,Process and Politics: Chinalco and the Resettlement of Morococha,SIPA-14-0006.0,sustainable development; environmental affairs; negotiations; community empowerment,Mariana Costa Checa and Carolina Ocampo-Maya,,,,NEW,"This case traces the evolution of a resettlement scheme in Peru that has the potential both to benefit corporate interests and better the lot of the local community. In January 2012, Fred Goytendía Matos becomes technical secretary for a Dialogue Table created to reconcile the interests of Chinalco, a Chinese-owned mine in Peru, multi-level government interests, and the residents of Morococha, a town that Chinalco wants to resettle to better exploit the mine’s potential.","<p>_x000d_
	<em>SIPA-14-0006.0&nbsp;</em><br />_x000d_
	<br />_x000d_
	This case traces the evolution of a resettlement scheme in Peru that has the potential both to benefit corporate interests and better the lot of the local community. In January 2012, Fred Goytend&iacute;a Matos becomes technical secretary for a Dialogue Table created to reconcile the interests of Chinalco, a Chinese-owned mine in Peru, multi-level government interests, and the residents of Morococha, a town that Chinalco wants to resettle to better exploit the mine&rsquo;s potential. Goytend&iacute;a Matos, in particular, dreams of a project that will be a model for communities worldwide experiencing similar challenges.<br />_x000d_
	<br />_x000d_
	<strong>Topics:</strong> sustainable development; environmental affairs; negotiations; community empowerment</p>_x000d_
",$3.95,Chinalco final.pdf,,,,CaseConsortiumv3.jpeg,Screen shot 2014-09-23 at 3.30.37 PM.png,,,,yes,,standard,,15,1,9/17/2014,
142,Catalyze,"Catalyze Without Offense: <em>Daily Nation Living Magazine</em> and the ""Laura"" Story",AKU-12-0005.0,international journalism; journalism in Africa; feature writing; editorial management,,Daily Nation,,,NEW,"This case introduces journalism students to the dilemma of raising awareness about social issues without harming the individuals involved--and remaining as objective as possible. Mildred Ngesa wants to draw public attention to the national problem of child rape, but also to protect “Laura” (a pseudonym) from any further trauma","<p>_x000d_
	<em>AKU-12-0005.0&nbsp;</em><br />_x000d_
	<br />_x000d_
	This case introduces journalism students to the dilemma of raising awareness about social issues without harming the individuals involved--and remaining as objective as possible. In May 2005, Mildred Ngesa, a columnist and features writer for Nairobi&rsquo;s&nbsp;<em>Daily Nation</em>&nbsp;newspaper, is deeply troubled to learn about an 11-year-old sexual abuse victim also likely infected with HIV. Ngesa wants to draw public attention to the national problem of child rape, but also to protect &ldquo;Laura&rdquo; (a pseudonym) from any further trauma. Ngesa also is given a disturbing photograph of the girl&rsquo;s genitals, badly infected with a sexually transmitted disease.</p>_x000d_
<p>_x000d_
	Epilogue, Teaching Note<br />_x000d_
	<br />_x000d_
	<strong>Topics:</strong> international journalism; journalism in Africa; feature writing; editorial management</p>_x000d_
",$5.95,Catalyze Dont Offend.pdf,,Catalyze Dont Offend TN.pdf,Catalyze Dont Offend Epilogue.pdf,CaseConsortiumv3.jpeg,Screen shot 2014-09-23 at 3.30.17 PM.png,,,,yes,,standard,,19,1,9/18/2014,
146,Swaziland,"Swaziland, HIV and Option B+: What Can We Afford?",MSPH-14-0008.0,"public health policy; HIV-AIDS; Africa, multinational aid; medical ethics; evidence-based medicine",Eric Smalley,,,,NEW,This case study examines the challenges and tradeoffs for a small sub-Saharan African country with limited resources as it tries to combat one of the highest rates of HIV-AIDS infection in the world. Swaziland in 1999 declared HIV-AIDS a national disaster. ,"<p>_x000d_
	<em>MSPH-14-0008.0</em><br />_x000d_
	<br />_x000d_
	This case study examines the challenges and tradeoffs for a small sub-Saharan African country with limited resources as it tries to combat one of the highest rates of HIV-AIDS infection in the world. Swaziland in 1999 declared HIV-AIDS a national disaster. However, under the direction of Dr. Velphi Okello as national antiretroviral therapy (ART) coordinator at the Ministry of Health, the country gradually began to take charge of its own treatment and prevention programs. Okello learned to leverage both internal and international resources to maintain supplies of the essential but expensive ART drugs needed to treat and prevent the further spread of HIV.</p>_x000d_
<p>_x000d_
	Epilogue, Teaching Note<br />_x000d_
	<br />_x000d_
	<strong>Topics:&nbsp;</strong>public health policy; HIV-AIDS; Africa, multinational aid; medical ethics; evidence-based medicine</p>_x000d_
",$5.95,Swaziland HIV FINAL.pdf,,Swaziland TN.pdf,Swaziland epilogue final.pdf,180-02616_Swaziland_jl_v2.jpg,Screen shot 2014-10-01 at 4.37.18 PM.png,casethumbnail.png,,,yes,,standard,,16,1,9/25/2014,
147,Covert Activity,"Covert Activity: the <em>Washington Post</em>, Edward Snowden and the National Security Agency",CSJ-14-00056.0,national security reporting; investigative reporting; editorial management,Delia Cabe and Kirsten Lundberg,The Washington Post,,,NEW,"This case takes a behind-the-scenes look at how a national security reporter works. In February 2013, reporter Barton Gellman first learns about a source who claims to have National Security Agency (NSA) documents.","<p>_x000d_
	<em>CSJ-14-00056.0</em><br />_x000d_
	<br />_x000d_
	This case takes a behind-the-scenes look at how a national security reporter works. In February 2013, reporter Barton Gellman first learns about a source who claims to have National Security Agency (NSA) documents. Over the next four months, he and his collaborator, Laura Poitras, try to verify whether the source is credible and the materials bona fide. The documents, if true, reveal details about an intrusive NSA program that swept up private communications on a scale unsuspected by most US citizens or Congress. Nine Internet companies gave the NSA access to the information. In late May, Gellman takes the story to the&nbsp;<em>Washington Post</em>, which agrees to work with him to publish it.<br />_x000d_
	<br />_x000d_
	Epilogue, Teaching Note<br />_x000d_
	<br />_x000d_
	<strong>Topics:&nbsp;</strong>national security reporting; investigative reporting; editorial management</p>_x000d_
",$5.95,WaPost Snowden final 102314.pdf,,TN Snowden WaPost.pdf,Snowden WaPost epilogue 101514.pdf,180-02722_SnowdenNSA_EBAN_NJ_v3.png,Screen Shot 2014-10-20 at 6.43.08 PM.png,Screen Shot 2014-10-15 at 11.08.03 PM.png,,,yes,,standard,,17,1,10/15/2014,
148,GlobalPost Syria,Just Enough Alarm: GlobalPost and the Syrian Chemical Attack S,CSJ-14-0057.0,"international journalism, editorial management",Kirsten Lundberg,GlobalPost,,,NEW,,,5.95,Global Post final1.pdf,,Global Post TN.pdf,Global Post epilogue.pdf,Syria banner.jpeg,,,,,yes,,standard,,17,2,1/27/2015,
